benchmark_id,Model,ROC,precision at rank n,execution time
wine_benchmark_0749,LODA,0.6535,0.125,0.036
wine_benchmark_0750,KNN,0.5332,0.0,0.3655
wine_benchmark_0750,LOF,0.4644,0.0,0.2672
wine_benchmark_0750,PCA,0.5757,0.0,0.005
wine_benchmark_0750,LODA,0.6139,0.0,0.041
wine_benchmark_0751,KNN,0.6892,0.125,0.3553
wine_benchmark_0751,LOF,0.7291,0.0,0.2552
wine_benchmark_0751,PCA,0.7021,0.125,0.006
wine_benchmark_0751,LODA,0.6878,0.125,0.041
wine_benchmark_0752,KNN,0.6105,0.0,0.3533
wine_benchmark_0752,LOF,0.5814,0.0,0.2722
wine_benchmark_0752,PCA,0.636,0.0,0.005
wine_benchmark_0752,LODA,0.6579,0.0,0.041
wine_benchmark_0753,KNN,0.6176,0.0,0.3513
wine_benchmark_0753,LOF,0.4947,0.0,0.2632
wine_benchmark_0753,PCA,0.6484,0.0,0.006
wine_benchmark_0753,LODA,0.608,0.0,0.038
wine_benchmark_0754,KNN,0.6078,0.0,0.3543
wine_benchmark_0754,LOF,0.5729,0.0625,0.2823
wine_benchmark_0754,PCA,0.6379,0.0,0.005
wine_benchmark_0754,LODA,0.6613,0.0,0.041
wine_benchmark_0755,KNN,0.7052,0.0,0.3603
wine_benchmark_0755,LOF,0.6801,0.0,0.2632
wine_benchmark_0755,PCA,0.6382,0.0,0.006
wine_benchmark_0755,LODA,0.6053,0.0,0.044
wine_benchmark_0756,KNN,0.4931,0.0625,0.3603
wine_benchmark_0756,LOF,0.4962,0.0,0.2943
wine_benchmark_0756,PCA,0.6174,0.0625,0.006
wine_benchmark_0756,LODA,0.5916,0.0625,0.051
wine_benchmark_0757,KNN,0.5535,0.0,0.3603
wine_benchmark_0757,LOF,0.5646,0.0,0.2913
wine_benchmark_0757,PCA,0.6141,0.0,0.006
wine_benchmark_0757,LODA,0.6312,0.0,0.046
wine_benchmark_0758,KNN,0.4538,0.0,0.3678
wine_benchmark_0758,LOF,0.5452,0.0,0.2652
wine_benchmark_0758,PCA,0.5534,0.0,0.005
wine_benchmark_0758,LODA,0.5425,0.0,0.043
wine_benchmark_0759,KNN,0.5387,0.0,0.3596
wine_benchmark_0759,LOF,0.505,0.0625,0.2943
wine_benchmark_0759,PCA,0.6047,0.0,0.005
wine_benchmark_0759,LODA,0.616,0.0,0.042
wine_benchmark_0760,KNN,0.5759,0.0,0.3523
wine_benchmark_0760,LOF,0.5819,0.0,0.2913
wine_benchmark_0760,PCA,0.6746,0.0,0.005
wine_benchmark_0760,LODA,0.668,0.0,0.037
wine_benchmark_0761,KNN,0.6064,0.0,0.3658
wine_benchmark_0761,LOF,0.5401,0.0,0.2803
wine_benchmark_0761,PCA,0.4886,0.0,0.005
wine_benchmark_0761,LODA,0.4682,0.0,0.045
wine_benchmark_0762,KNN,0.5776,0.0,0.3523
wine_benchmark_0762,LOF,0.5871,0.0,0.2883
wine_benchmark_0762,PCA,0.4836,0.0,0.005
wine_benchmark_0762,LODA,0.5299,0.0,0.049
wine_benchmark_0763,KNN,0.5613,0.0,0.3692
wine_benchmark_0763,LOF,0.5281,0.0,0.2923
wine_benchmark_0763,PCA,0.4327,0.0,0.006
wine_benchmark_0763,LODA,0.5341,0.0,0.042
wine_benchmark_0764,KNN,0.4463,0.0,0.3492
wine_benchmark_0764,LOF,0.4328,0.0,0.2825
wine_benchmark_0764,PCA,0.4712,0.0,0.005
wine_benchmark_0764,LODA,0.4405,0.0,0.039
wine_benchmark_0765,KNN,0.5299,0.0,0.3823
wine_benchmark_0765,LOF,0.5384,0.0,0.2813
wine_benchmark_0765,PCA,0.5959,0.0,0.006
wine_benchmark_0765,LODA,0.5504,0.0,0.044
wine_benchmark_0766,KNN,0.4866,0.0,0.3672
wine_benchmark_0766,LOF,0.4844,0.0,0.2693
wine_benchmark_0766,PCA,0.491,0.0,0.005
wine_benchmark_0766,LODA,0.6047,0.0,0.044
wine_benchmark_0767,KNN,0.4579,0.0,0.3543
wine_benchmark_0767,LOF,0.434,0.0,0.2697
wine_benchmark_0767,PCA,0.4434,0.0,0.005
wine_benchmark_0767,LODA,0.4291,0.0,0.046
wine_benchmark_0768,KNN,0.4323,0.0,0.3583
wine_benchmark_0768,LOF,0.3521,0.0,0.2763
wine_benchmark_0768,PCA,0.4084,0.0,0.006
wine_benchmark_0768,LODA,0.439,0.0,0.044
wine_benchmark_0769,KNN,0.4256,0.0,0.3593
wine_benchmark_0769,LOF,0.445,0.0,0.3023
wine_benchmark_0769,PCA,0.5327,0.0,0.005
wine_benchmark_0769,LODA,0.5049,0.0,0.041
wine_benchmark_0770,KNN,0.627,0.0,0.3783
wine_benchmark_0770,LOF,0.5817,0.0,0.2748
wine_benchmark_0770,PCA,0.5698,0.0,0.005
wine_benchmark_0770,LODA,0.5636,0.0,0.054
wine_benchmark_0771,KNN,0.5552,0.0,0.3423
wine_benchmark_0771,LOF,0.6513,0.0,0.2602
wine_benchmark_0771,PCA,0.6368,0.0,0.005
wine_benchmark_0771,LODA,0.649,0.0,0.046
wine_benchmark_0772,KNN,0.4861,0.0,0.3607
wine_benchmark_0772,LOF,0.5562,0.0,0.2915
wine_benchmark_0772,PCA,0.5351,0.0,0.005
wine_benchmark_0772,LODA,0.5626,0.0,0.044
wine_benchmark_0773,KNN,0.6208,0.0,0.3483
wine_benchmark_0773,LOF,0.5871,0.0,0.2813
wine_benchmark_0773,PCA,0.5904,0.0,0.005
wine_benchmark_0773,LODA,0.5248,0.0,0.047
wine_benchmark_0774,KNN,0.4643,0.0,0.3679
wine_benchmark_0774,LOF,0.4639,0.0,0.2577
wine_benchmark_0774,PCA,0.4576,0.0,0.006
wine_benchmark_0774,LODA,0.4284,0.0,0.046
wine_benchmark_0775,KNN,0.6176,0.0,0.3573
wine_benchmark_0775,LOF,0.6089,0.0,0.2963
wine_benchmark_0775,PCA,0.5051,0.0,0.006
wine_benchmark_0775,LODA,0.5553,0.0,0.04
wine_benchmark_0776,KNN,0.5472,0.0,0.3573
wine_benchmark_0776,LOF,0.4828,0.0,0.2672
wine_benchmark_0776,PCA,0.4217,0.0,0.005
wine_benchmark_0776,LODA,0.4017,0.0,0.04
wine_benchmark_0777,KNN,0.5211,0.0,0.3493
wine_benchmark_0777,LOF,0.5904,0.0,0.3023
wine_benchmark_0777,PCA,0.4944,0.0,0.005
wine_benchmark_0777,LODA,0.5191,0.0,0.046
wine_benchmark_0778,KNN,0.6023,0.0,0.3523
wine_benchmark_0778,LOF,0.6078,0.0,0.2722
wine_benchmark_0778,PCA,0.5445,0.0,0.006
wine_benchmark_0778,LODA,0.5586,0.0,0.041
wine_benchmark_0779,KNN,0.4337,0.0,0.3504
wine_benchmark_0779,LOF,0.397,0.0,0.2903
wine_benchmark_0779,PCA,0.4155,0.0,0.005
wine_benchmark_0779,LODA,0.4537,0.0,0.039
wine_benchmark_0780,KNN,0.4382,0.0,0.3589
wine_benchmark_0780,LOF,0.4282,0.0,0.2702
wine_benchmark_0780,PCA,0.4972,0.0,0.005
wine_benchmark_0780,LODA,0.4903,0.0,0.046
wine_benchmark_0821,KNN,0.5137,0.0,0.0729
wine_benchmark_0821,LOF,0.4251,0.0,0.033
wine_benchmark_0821,PCA,0.32,0.0,0.003
wine_benchmark_0821,LODA,0.4309,0.0,0.023
wine_benchmark_0822,KNN,0.5473,0.0,0.0691
wine_benchmark_0822,LOF,0.5471,0.0,0.035
wine_benchmark_0822,PCA,0.2547,0.0,0.003
wine_benchmark_0822,LODA,0.4164,0.0,0.023
wine_benchmark_0823,KNN,0.9905,0.2,0.0761
wine_benchmark_0823,LOF,0.9735,0.0,0.034
wine_benchmark_0823,PCA,0.9964,0.6,0.003
wine_benchmark_0823,LODA,0.9866,0.2,0.022
wine_benchmark_0824,KNN,0.9888,0.2,0.0721
wine_benchmark_0824,LOF,0.9759,0.0,0.034
wine_benchmark_0824,PCA,0.9944,0.4,0.005
wine_benchmark_0824,LODA,0.9575,0.2,0.0201
wine_benchmark_0825,KNN,0.9945,0.4,0.0731
wine_benchmark_0825,LOF,0.9844,0.0,0.034
wine_benchmark_0825,PCA,0.997,0.4,0.002
wine_benchmark_0825,LODA,0.9904,0.0,0.022
wine_benchmark_0831,KNN,0.3248,0.0,0.0721
wine_benchmark_0831,LOF,0.4517,0.0,0.039
wine_benchmark_0831,PCA,0.4393,0.0,0.003
wine_benchmark_0831,LODA,0.3991,0.0,0.021
wine_benchmark_0832,KNN,0.6771,0.0,0.0741
wine_benchmark_0832,LOF,0.6976,0.0,0.036
wine_benchmark_0832,PCA,0.5333,0.0,0.003
wine_benchmark_0832,LODA,0.4163,0.0,0.023
wine_benchmark_0833,KNN,0.2811,0.0,0.0741
wine_benchmark_0833,LOF,0.2484,0.0,0.037
wine_benchmark_0833,PCA,0.5552,0.0,0.002
wine_benchmark_0833,LODA,0.5377,0.0,0.023
wine_benchmark_0834,KNN,0.3989,0.0,0.0731
wine_benchmark_0834,LOF,0.4641,0.0,0.041
wine_benchmark_0834,PCA,0.4596,0.0,0.003
wine_benchmark_0834,LODA,0.4544,0.0,0.023
wine_benchmark_0835,KNN,0.3459,0.0,0.0701
wine_benchmark_0835,LOF,0.4499,0.0,0.0364
wine_benchmark_0835,PCA,0.3351,0.0,0.002
wine_benchmark_0835,LODA,0.3492,0.0,0.02
wine_benchmark_0901,KNN,0.5974,0.0263,0.4254
wine_benchmark_0901,LOF,0.5933,0.0263,0.3263
wine_benchmark_0901,PCA,0.5281,0.0,0.006
wine_benchmark_0901,LODA,0.4738,0.0,0.053
wine_benchmark_0902,KNN,0.7096,0.0263,0.4314
wine_benchmark_0902,LOF,0.7121,0.0263,0.3263
wine_benchmark_0902,PCA,0.6572,0.0263,0.006
wine_benchmark_0902,LODA,0.6443,0.0263,0.044
wine_benchmark_0903,KNN,0.7056,0.0263,0.4504
wine_benchmark_0903,LOF,0.6378,0.0789,0.3779
wine_benchmark_0903,PCA,0.6527,0.0,0.006
wine_benchmark_0903,LODA,0.5778,0.0,0.051
wine_benchmark_0904,KNN,0.6751,0.0263,0.4219
wine_benchmark_0904,LOF,0.6482,0.0,0.3433
wine_benchmark_0904,PCA,0.5873,0.0263,0.006
wine_benchmark_0904,LODA,0.5909,0.0263,0.048
wine_benchmark_0905,KNN,0.6772,0.0263,0.4204
wine_benchmark_0905,LOF,0.6946,0.0,0.3158
wine_benchmark_0905,PCA,0.6519,0.0526,0.006
wine_benchmark_0905,LODA,0.6692,0.0526,0.051
wine_benchmark_0906,KNN,0.6634,0.0789,0.4404
wine_benchmark_0906,LOF,0.5957,0.1053,0.3343
wine_benchmark_0906,PCA,0.6113,0.027,0.006
wine_benchmark_0906,LODA,0.5855,0.0,0.043
wine_benchmark_0907,KNN,0.6377,0.0,0.4244
wine_benchmark_0907,LOF,0.6453,0.0,0.3313
wine_benchmark_0907,PCA,0.5867,0.0,0.006
wine_benchmark_0907,LODA,0.552,0.0,0.046
wine_benchmark_0908,KNN,0.6423,0.0263,0.4234
wine_benchmark_0908,LOF,0.5884,0.0263,0.3273
wine_benchmark_0908,PCA,0.5994,0.0,0.006
wine_benchmark_0908,LODA,0.609,0.0,0.045
wine_benchmark_0909,KNN,0.6529,0.0,0.4294
wine_benchmark_0909,LOF,0.6369,0.0,0.3343
wine_benchmark_0909,PCA,0.5449,0.0,0.007
wine_benchmark_0909,LODA,0.5963,0.0526,0.044
wine_benchmark_0910,KNN,0.7214,0.0526,0.4209
wine_benchmark_0910,LOF,0.7082,0.0789,0.3223
wine_benchmark_0910,PCA,0.6486,0.0263,0.006
wine_benchmark_0910,LODA,0.6043,0.0263,0.0455
wine_benchmark_0911,KNN,0.6242,0.0263,0.4214
wine_benchmark_0911,LOF,0.597,0.0263,0.3303
wine_benchmark_0911,PCA,0.5597,0.0,0.006
wine_benchmark_0911,LODA,0.5993,0.0263,0.049
wine_benchmark_0912,KNN,0.6676,0.0526,0.4213
wine_benchmark_0912,LOF,0.5976,0.0789,0.3223
wine_benchmark_0912,PCA,0.6536,0.0263,0.007
wine_benchmark_0912,LODA,0.5866,0.0,0.046
wine_benchmark_0913,KNN,0.6881,0.0526,0.4334
wine_benchmark_0913,LOF,0.6576,0.0526,0.3603
wine_benchmark_0913,PCA,0.657,0.0263,0.007
wine_benchmark_0913,LODA,0.5637,0.0789,0.048
wine_benchmark_0914,KNN,0.6436,0.0,0.4314
wine_benchmark_0914,LOF,0.6084,0.0,0.3383
wine_benchmark_0914,PCA,0.5281,0.0,0.007
wine_benchmark_0914,LODA,0.5227,0.0,0.051
wine_benchmark_0915,KNN,0.6421,0.0,0.4494
wine_benchmark_0915,LOF,0.6013,0.0,0.3688
wine_benchmark_0915,PCA,0.5937,0.0,0.007
wine_benchmark_0915,LODA,0.4673,0.0,0.047
wine_benchmark_0916,KNN,0.6318,0.027,0.4374
wine_benchmark_0916,LOF,0.619,0.0789,0.3233
wine_benchmark_0916,PCA,0.5203,0.0541,0.007
wine_benchmark_0916,LODA,0.5403,0.0,0.043
wine_benchmark_0917,KNN,0.6318,0.0263,0.4439
wine_benchmark_0917,LOF,0.6211,0.0,0.3403
wine_benchmark_0917,PCA,0.4989,0.0263,0.006
wine_benchmark_0917,LODA,0.5324,0.0263,0.04
wine_benchmark_0918,KNN,0.6546,0.0789,0.4494
wine_benchmark_0918,LOF,0.6422,0.0789,0.3578
wine_benchmark_0918,PCA,0.5963,0.0526,0.008
wine_benchmark_0918,LODA,0.5225,0.0263,0.045
wine_benchmark_0919,KNN,0.6514,0.0526,0.4264
wine_benchmark_0919,LOF,0.6417,0.0263,0.3303
wine_benchmark_0919,PCA,0.6184,0.027,0.007
wine_benchmark_0919,LODA,0.6601,0.0,0.039
wine_benchmark_0920,KNN,0.6183,0.0,0.4308
wine_benchmark_0920,LOF,0.6116,0.0,0.3383
wine_benchmark_0920,PCA,0.5514,0.0,0.009
wine_benchmark_0920,LODA,0.5787,0.0,0.045
wine_benchmark_0921,KNN,0.6093,0.1053,0.4474
wine_benchmark_0921,LOF,0.6125,0.1316,0.3423
wine_benchmark_0921,PCA,0.5897,0.1053,0.006
wine_benchmark_0921,LODA,0.5926,0.0789,0.041
wine_benchmark_0922,KNN,0.6134,0.0263,0.4474
wine_benchmark_0922,LOF,0.6192,0.0263,0.3503
wine_benchmark_0922,PCA,0.6284,0.0263,0.007
wine_benchmark_0922,LODA,0.5127,0.0263,0.043
wine_benchmark_0923,KNN,0.6479,0.0526,0.4364
wine_benchmark_0923,LOF,0.6297,0.0789,0.3523
wine_benchmark_0923,PCA,0.6623,0.0526,0.007
wine_benchmark_0923,LODA,0.7449,0.0526,0.046
wine_benchmark_0924,KNN,0.7585,0.0526,0.4424
wine_benchmark_0924,LOF,0.7221,0.0526,0.3573
wine_benchmark_0924,PCA,0.6547,0.0263,0.007
wine_benchmark_0924,LODA,0.665,0.0,0.053
wine_benchmark_0925,KNN,0.6193,0.0541,0.4434
wine_benchmark_0925,LOF,0.5592,0.0789,0.3593
wine_benchmark_0925,PCA,0.6814,0.0526,0.006
wine_benchmark_0925,LODA,0.6188,0.027,0.0411
wine_benchmark_0926,KNN,0.6776,0.0,0.4582
wine_benchmark_0926,LOF,0.6259,0.0,0.3773
wine_benchmark_0926,PCA,0.5971,0.0,0.016
wine_benchmark_0926,LODA,0.5953,0.0,0.051
wine_benchmark_0927,KNN,0.7241,0.0789,0.4364
wine_benchmark_0927,LOF,0.6766,0.0526,0.3563
wine_benchmark_0927,PCA,0.6221,0.0,0.006
wine_benchmark_0927,LODA,0.6408,0.0,0.0561
wine_benchmark_0928,KNN,0.6155,0.0526,0.4544
wine_benchmark_0928,LOF,0.6336,0.0526,0.3603
wine_benchmark_0928,PCA,0.5901,0.0263,0.006
wine_benchmark_0928,LODA,0.5813,0.0526,0.047
wine_benchmark_0929,KNN,0.6905,0.0526,0.4204
wine_benchmark_0929,LOF,0.6562,0.0526,0.3208
wine_benchmark_0929,PCA,0.6884,0.027,0.007
wine_benchmark_0929,LODA,0.7121,0.027,0.047
wine_benchmark_0930,KNN,0.6552,0.0526,0.4224
wine_benchmark_0930,LOF,0.621,0.1053,0.3183
wine_benchmark_0930,PCA,0.6046,0.0526,0.006
wine_benchmark_0930,LODA,0.5626,0.0263,0.04
wine_benchmark_0931,KNN,0.5951,0.0789,0.4364
wine_benchmark_0931,LOF,0.5888,0.0789,0.3408
wine_benchmark_0931,PCA,0.5977,0.0526,0.006
wine_benchmark_0931,LODA,0.5818,0.0526,0.046
wine_benchmark_0932,KNN,0.6762,0.0789,0.4314
wine_benchmark_0932,LOF,0.5911,0.0789,0.3313
wine_benchmark_0932,PCA,0.6224,0.0789,0.006
wine_benchmark_0932,LODA,0.6331,0.0526,0.044
wine_benchmark_0933,KNN,0.6527,0.0526,0.4264
wine_benchmark_0933,LOF,0.6494,0.0526,0.3358
wine_benchmark_0933,PCA,0.7015,0.0526,0.007
wine_benchmark_0933,LODA,0.7081,0.0263,0.04
wine_benchmark_0934,KNN,0.6796,0.0789,0.4454
wine_benchmark_0934,LOF,0.6167,0.0789,0.3523
wine_benchmark_0934,PCA,0.5789,0.0541,0.006
wine_benchmark_0934,LODA,0.6529,0.0789,0.048
wine_benchmark_0935,KNN,0.6639,0.0526,0.4284
wine_benchmark_0935,LOF,0.6318,0.0263,0.3343
wine_benchmark_0935,PCA,0.642,0.0526,0.006
wine_benchmark_0935,LODA,0.7019,0.0541,0.048
wine_benchmark_0936,KNN,0.6633,0.0526,0.4474
wine_benchmark_0936,LOF,0.6265,0.0526,0.3503
wine_benchmark_0936,PCA,0.5974,0.0263,0.007
wine_benchmark_0936,LODA,0.5906,0.027,0.0551
wine_benchmark_0937,KNN,0.6727,0.0789,0.4244
wine_benchmark_0937,LOF,0.6339,0.1053,0.3468
wine_benchmark_0937,PCA,0.6778,0.0,0.006
wine_benchmark_0937,LODA,0.7107,0.0,0.047
wine_benchmark_0938,KNN,0.7408,0.0789,0.4284
wine_benchmark_0938,LOF,0.6893,0.0263,0.3173
wine_benchmark_0938,PCA,0.6579,0.0789,0.006
wine_benchmark_0938,LODA,0.6165,0.0526,0.043
wine_benchmark_0939,KNN,0.6716,0.0789,0.451
wine_benchmark_0939,LOF,0.6519,0.0789,0.3693
wine_benchmark_0939,PCA,0.6209,0.0526,0.006
wine_benchmark_0939,LODA,0.6141,0.0789,0.039
wine_benchmark_0940,KNN,0.6636,0.0789,0.4477
wine_benchmark_0940,LOF,0.6731,0.0526,0.3503
wine_benchmark_0940,PCA,0.6209,0.0811,0.006
wine_benchmark_0940,LODA,0.6346,0.0789,0.044
wine_benchmark_0941,KNN,0.5925,0.0,0.4314
wine_benchmark_0941,LOF,0.6113,0.0263,0.3503
wine_benchmark_0941,PCA,0.519,0.0,0.007
wine_benchmark_0941,LODA,0.4661,0.0,0.049
wine_benchmark_0942,KNN,0.6539,0.0,0.4354
wine_benchmark_0942,LOF,0.634,0.0,0.3383
wine_benchmark_0942,PCA,0.505,0.0,0.007
wine_benchmark_0942,LODA,0.4863,0.0,0.045
wine_benchmark_0943,KNN,0.633,0.0,0.4254
wine_benchmark_0943,LOF,0.5748,0.0263,0.3183
wine_benchmark_0943,PCA,0.5701,0.0,0.006
wine_benchmark_0943,LODA,0.585,0.0,0.046
wine_benchmark_0944,KNN,0.6695,0.0,0.4424
wine_benchmark_0944,LOF,0.6429,0.0,0.3228
wine_benchmark_0944,PCA,0.5976,0.0,0.007
wine_benchmark_0944,LODA,0.579,0.0263,0.046
wine_benchmark_0945,KNN,0.5951,0.0263,0.4314
wine_benchmark_0945,LOF,0.5737,0.0526,0.3298
wine_benchmark_0945,PCA,0.5605,0.0,0.006
wine_benchmark_0945,LODA,0.5657,0.0,0.044
wine_benchmark_0946,KNN,0.6095,0.0263,0.4294
wine_benchmark_0946,LOF,0.5468,0.0526,0.3293
wine_benchmark_0946,PCA,0.565,0.0,0.006
wine_benchmark_0946,LODA,0.5456,0.0,0.044
wine_benchmark_0947,KNN,0.5597,0.0263,0.4214
wine_benchmark_0947,LOF,0.5039,0.0,0.3243
wine_benchmark_0947,PCA,0.5128,0.0263,0.006
wine_benchmark_0947,LODA,0.5862,0.0,0.051
wine_benchmark_0948,KNN,0.6053,0.0263,0.4234
wine_benchmark_0948,LOF,0.5565,0.0,0.3193
wine_benchmark_0948,PCA,0.5461,0.0,0.006
wine_benchmark_0948,LODA,0.4983,0.0,0.04
wine_benchmark_0949,KNN,0.6729,0.0263,0.4244
wine_benchmark_0949,LOF,0.6141,0.0263,0.3453
wine_benchmark_0949,PCA,0.5881,0.0,0.006
wine_benchmark_0949,LODA,0.6236,0.0,0.05
wine_benchmark_0950,KNN,0.6842,0.0,0.4254
wine_benchmark_0950,LOF,0.5923,0.0,0.3403
wine_benchmark_0950,PCA,0.6096,0.0,0.006
wine_benchmark_0950,LODA,0.5821,0.0,0.045
wine_benchmark_0951,KNN,0.6383,0.0,0.4329
wine_benchmark_0951,LOF,0.6309,0.0,0.3243
wine_benchmark_0951,PCA,0.5537,0.0,0.006
wine_benchmark_0951,LODA,0.5651,0.0,0.048
wine_benchmark_0952,KNN,0.666,0.0263,0.4512
wine_benchmark_0952,LOF,0.6326,0.0263,0.3413
wine_benchmark_0952,PCA,0.5426,0.0,0.006
wine_benchmark_0952,LODA,0.512,0.0,0.042
wine_benchmark_0953,KNN,0.5564,0.0263,0.4244
wine_benchmark_0953,LOF,0.5883,0.0263,0.3237
wine_benchmark_0953,PCA,0.6023,0.0,0.007
wine_benchmark_0953,LODA,0.5891,0.0,0.046
wine_benchmark_0954,KNN,0.6538,0.0789,0.4604
wine_benchmark_0954,LOF,0.6236,0.0526,0.3618
wine_benchmark_0954,PCA,0.5901,0.0,0.005
wine_benchmark_0954,LODA,0.542,0.0,0.053
wine_benchmark_0955,KNN,0.6002,0.0,0.4479
wine_benchmark_0955,LOF,0.5508,0.0,0.3473
wine_benchmark_0955,PCA,0.5404,0.0,0.014
wine_benchmark_0955,LODA,0.5961,0.0,0.05
wine_benchmark_0956,KNN,0.6363,0.0263,0.4494
wine_benchmark_0956,LOF,0.6416,0.0,0.3468
wine_benchmark_0956,PCA,0.5705,0.0,0.006
wine_benchmark_0956,LODA,0.5773,0.0,0.047
wine_benchmark_0957,KNN,0.5629,0.027,0.4254
wine_benchmark_0957,LOF,0.5932,0.0526,0.3248
wine_benchmark_0957,PCA,0.6411,0.0263,0.006
wine_benchmark_0957,LODA,0.6571,0.0263,0.044
wine_benchmark_0958,KNN,0.5817,0.0263,0.4362
wine_benchmark_0958,LOF,0.5736,0.0,0.3283
wine_benchmark_0958,PCA,0.5203,0.0,0.006
wine_benchmark_0958,LODA,0.4975,0.0,0.04
wine_benchmark_0959,KNN,0.6762,0.0526,0.4297
wine_benchmark_0959,LOF,0.5739,0.0263,0.3325
wine_benchmark_0959,PCA,0.5894,0.0,0.007
wine_benchmark_0959,LODA,0.6486,0.0,0.052
wine_benchmark_0960,KNN,0.5888,0.0,0.4284
wine_benchmark_0960,LOF,0.5732,0.0,0.3273
wine_benchmark_0960,PCA,0.5083,0.0,0.006
wine_benchmark_0960,LODA,0.5204,0.0,0.041
wine_benchmark_0961,KNN,0.6611,0.0,0.4334
wine_benchmark_0961,LOF,0.6149,0.0263,0.3353
wine_benchmark_0961,PCA,0.6519,0.0,0.006
wine_benchmark_0961,LODA,0.6279,0.0,0.046
wine_benchmark_0962,KNN,0.6366,0.0263,0.4267
wine_benchmark_0962,LOF,0.6638,0.0526,0.3288
wine_benchmark_0962,PCA,0.6361,0.0263,0.011
wine_benchmark_0962,LODA,0.6391,0.027,0.052
wine_benchmark_0963,KNN,0.6417,0.027,0.4367
wine_benchmark_0963,LOF,0.6034,0.0526,0.3378
wine_benchmark_0963,PCA,0.5692,0.0,0.005
wine_benchmark_0963,LODA,0.6168,0.0,0.044
wine_benchmark_0964,KNN,0.6516,0.0263,0.4214
wine_benchmark_0964,LOF,0.6626,0.0789,0.3323
wine_benchmark_0964,PCA,0.569,0.0,0.008
wine_benchmark_0964,LODA,0.5384,0.0,0.038
wine_benchmark_0965,KNN,0.7298,0.0526,0.439
wine_benchmark_0965,LOF,0.7023,0.0263,0.3342
wine_benchmark_0965,PCA,0.6457,0.0,0.006
wine_benchmark_0965,LODA,0.6983,0.0526,0.047
wine_benchmark_0966,KNN,0.6482,0.0,0.4234
wine_benchmark_0966,LOF,0.555,0.0,0.3303
wine_benchmark_0966,PCA,0.6457,0.0,0.007
wine_benchmark_0966,LODA,0.5995,0.0263,0.04
wine_benchmark_0967,KNN,0.6485,0.0526,0.4334
wine_benchmark_0967,LOF,0.6583,0.0263,0.3513
wine_benchmark_0967,PCA,0.6785,0.0526,0.007
wine_benchmark_0967,LODA,0.6584,0.0263,0.0551
wine_benchmark_0968,KNN,0.6597,0.0526,0.4239
wine_benchmark_0968,LOF,0.6581,0.0789,0.3283
wine_benchmark_0968,PCA,0.5904,0.0,0.006
wine_benchmark_0968,LODA,0.6364,0.0,0.044
wine_benchmark_0969,KNN,0.7091,0.0,0.4334
wine_benchmark_0969,LOF,0.7074,0.0263,0.3309
wine_benchmark_0969,PCA,0.6625,0.0263,0.006
wine_benchmark_0969,LODA,0.6049,0.0,0.0561
wine_benchmark_0970,KNN,0.6554,0.0263,0.4254
wine_benchmark_0970,LOF,0.6411,0.0263,0.3273
wine_benchmark_0970,PCA,0.6415,0.0263,0.007
wine_benchmark_0970,LODA,0.6193,0.0526,0.041
wine_benchmark_0971,KNN,0.6797,0.027,0.4518
wine_benchmark_0971,LOF,0.6483,0.0263,0.3423
wine_benchmark_0971,PCA,0.5906,0.0,0.006
wine_benchmark_0971,LODA,0.5802,0.0,0.045
wine_benchmark_0972,KNN,0.5839,0.0263,0.4304
wine_benchmark_0972,LOF,0.5869,0.0263,0.3183
wine_benchmark_0972,PCA,0.5535,0.0,0.006
wine_benchmark_0972,LODA,0.5467,0.0,0.05
wine_benchmark_0973,KNN,0.609,0.027,0.4314
wine_benchmark_0973,LOF,0.5972,0.0,0.3168
wine_benchmark_0973,PCA,0.5488,0.0,0.007
wine_benchmark_0973,LODA,0.5597,0.0,0.044
wine_benchmark_0974,KNN,0.6718,0.0263,0.4359
wine_benchmark_0974,LOF,0.6592,0.0263,0.3388
wine_benchmark_0974,PCA,0.6141,0.0263,0.007
wine_benchmark_0974,LODA,0.6587,0.0263,0.047
wine_benchmark_0975,KNN,0.6639,0.0263,0.4276
wine_benchmark_0975,LOF,0.6407,0.0263,0.3353
wine_benchmark_0975,PCA,0.5863,0.0526,0.006
wine_benchmark_0975,LODA,0.5909,0.0263,0.039
wine_benchmark_0976,KNN,0.6681,0.0263,0.4274
wine_benchmark_0976,LOF,0.6476,0.0526,0.3333
wine_benchmark_0976,PCA,0.6799,0.0,0.008
wine_benchmark_0976,LODA,0.6547,0.0,0.044
wine_benchmark_0977,KNN,0.7264,0.0789,0.4654
wine_benchmark_0977,LOF,0.6704,0.1053,0.3463
wine_benchmark_0977,PCA,0.6223,0.0789,0.008
wine_benchmark_0977,LODA,0.628,0.0789,0.046
wine_benchmark_0978,KNN,0.7255,0.0789,0.4344
wine_benchmark_0978,LOF,0.6941,0.0526,0.3373
wine_benchmark_0978,PCA,0.653,0.0263,0.007
wine_benchmark_0978,LODA,0.6476,0.0526,0.045
wine_benchmark_0979,KNN,0.607,0.0263,0.4544
wine_benchmark_0979,LOF,0.6037,0.0526,0.3613
wine_benchmark_0979,PCA,0.6471,0.027,0.007
wine_benchmark_0979,LODA,0.6665,0.0263,0.042
wine_benchmark_0980,KNN,0.6632,0.0789,0.4353
wine_benchmark_0980,LOF,0.6447,0.0526,0.3173
wine_benchmark_0980,PCA,0.579,0.0263,0.006
wine_benchmark_0980,LODA,0.589,0.0,0.0495
