benchmark_id,Model,ROC,precision at rank n,execution time
wine_benchmark_0262,LODA,0.4743,0.4777,0.019
wine_benchmark_0263,KNN,0.5568,0.554,0.0821
wine_benchmark_0263,LOF,0.5348,0.5351,0.045
wine_benchmark_0263,PCA,0.4943,0.51,0.003
wine_benchmark_0263,LODA,0.4791,0.502,0.023
wine_benchmark_0264,KNN,0.5459,0.5175,0.0881
wine_benchmark_0264,LOF,0.5389,0.5175,0.053
wine_benchmark_0264,PCA,0.4787,0.4835,0.002
wine_benchmark_0264,LODA,0.4535,0.4557,0.021
wine_benchmark_0265,KNN,0.5439,0.5159,0.0811
wine_benchmark_0265,LOF,0.5161,0.4905,0.036
wine_benchmark_0265,PCA,0.4766,0.4841,0.007
wine_benchmark_0265,LODA,0.4651,0.463,0.02
wine_benchmark_0266,KNN,0.5695,0.5565,0.0841
wine_benchmark_0266,LOF,0.5352,0.5277,0.046
wine_benchmark_0266,PCA,0.5002,0.5113,0.002
wine_benchmark_0266,LODA,0.4796,0.4805,0.019
wine_benchmark_0267,KNN,0.5308,0.5259,0.0861
wine_benchmark_0267,LOF,0.5101,0.51,0.048
wine_benchmark_0267,PCA,0.4699,0.4861,0.003
wine_benchmark_0267,LODA,0.4746,0.494,0.019
wine_benchmark_0268,KNN,0.5465,0.5505,0.0861
wine_benchmark_0268,LOF,0.5114,0.5149,0.044
wine_benchmark_0268,PCA,0.4986,0.5089,0.003
wine_benchmark_0268,LODA,0.4479,0.4583,0.019
wine_benchmark_0269,KNN,0.5344,0.5252,0.0831
wine_benchmark_0269,LOF,0.5104,0.501,0.048
wine_benchmark_0269,PCA,0.4748,0.485,0.003
wine_benchmark_0269,LODA,0.4896,0.487,0.02
wine_benchmark_0270,KNN,0.5478,0.5207,0.0891
wine_benchmark_0270,LOF,0.5132,0.4876,0.044
wine_benchmark_0270,PCA,0.475,0.4772,0.003
wine_benchmark_0270,LODA,0.5028,0.4938,0.02
wine_benchmark_0271,KNN,0.5498,0.5725,0.0841
wine_benchmark_0271,LOF,0.5277,0.5319,0.043
wine_benchmark_0271,PCA,0.4952,0.5242,0.002
wine_benchmark_0271,LODA,0.489,0.5261,0.021
wine_benchmark_0272,KNN,0.5505,0.5411,0.0811
wine_benchmark_0272,LOF,0.5167,0.511,0.045
wine_benchmark_0272,PCA,0.4822,0.491,0.003
wine_benchmark_0272,LODA,0.485,0.491,0.019
wine_benchmark_0273,KNN,0.5446,0.5562,0.0801
wine_benchmark_0273,LOF,0.5124,0.5187,0.045
wine_benchmark_0273,PCA,0.4859,0.5069,0.002
wine_benchmark_0273,LODA,0.4835,0.497,0.021
wine_benchmark_0274,KNN,0.5542,0.5449,0.0861
wine_benchmark_0274,LOF,0.5302,0.5329,0.051
wine_benchmark_0274,PCA,0.4981,0.511,0.002
wine_benchmark_0274,LODA,0.502,0.523,0.025
wine_benchmark_0275,KNN,0.5486,0.5466,0.0861
wine_benchmark_0275,LOF,0.5311,0.5324,0.044
wine_benchmark_0275,PCA,0.4963,0.5142,0.003
wine_benchmark_0275,LODA,0.4606,0.4777,0.02
wine_benchmark_0276,KNN,0.5462,0.5442,0.0911
wine_benchmark_0276,LOF,0.5272,0.5181,0.047
wine_benchmark_0276,PCA,0.4972,0.508,0.003
wine_benchmark_0276,LODA,0.48,0.4839,0.019
wine_benchmark_0277,KNN,0.5545,0.5369,0.0831
wine_benchmark_0277,LOF,0.5168,0.5102,0.045
wine_benchmark_0277,PCA,0.4918,0.4898,0.003
wine_benchmark_0277,LODA,0.479,0.4898,0.018
wine_benchmark_0278,KNN,0.5399,0.5332,0.0841
wine_benchmark_0278,LOF,0.5173,0.5176,0.045
wine_benchmark_0278,PCA,0.4734,0.4741,0.003
wine_benchmark_0278,LODA,0.4889,0.499,0.021
wine_benchmark_0279,KNN,0.5508,0.5451,0.0881
wine_benchmark_0279,LOF,0.5183,0.509,0.043
wine_benchmark_0279,PCA,0.4883,0.501,0.003
wine_benchmark_0279,LODA,0.4671,0.483,0.022
wine_benchmark_0280,KNN,0.5402,0.5306,0.0841
wine_benchmark_0280,LOF,0.5203,0.5193,0.043
wine_benchmark_0280,PCA,0.4664,0.4766,0.003
wine_benchmark_0280,LODA,0.4502,0.4745,0.021
wine_benchmark_0281,KNN,0.5472,0.5573,0.0821
wine_benchmark_0281,LOF,0.5193,0.5316,0.05
wine_benchmark_0281,PCA,0.4676,0.4901,0.003
wine_benchmark_0281,LODA,0.4744,0.498,0.022
wine_benchmark_0282,KNN,0.5292,0.5341,0.0821
wine_benchmark_0282,LOF,0.5053,0.506,0.044
wine_benchmark_0282,PCA,0.4746,0.492,0.003
wine_benchmark_0282,LODA,0.4637,0.4618,0.019
wine_benchmark_0283,KNN,0.538,0.546,0.0841
wine_benchmark_0283,LOF,0.5117,0.5186,0.046
wine_benchmark_0283,PCA,0.4734,0.5049,0.002
wine_benchmark_0283,LODA,0.4522,0.4725,0.019
wine_benchmark_0284,KNN,0.5403,0.5328,0.0811
wine_benchmark_0284,LOF,0.509,0.4939,0.049
wine_benchmark_0284,PCA,0.4893,0.5,0.002
wine_benchmark_0284,LODA,0.4703,0.4836,0.021
wine_benchmark_0285,KNN,0.5438,0.5465,0.0862
wine_benchmark_0285,LOF,0.517,0.5109,0.0461
wine_benchmark_0285,PCA,0.481,0.4891,0.003
wine_benchmark_0285,LODA,0.4663,0.4772,0.019
wine_benchmark_0286,KNN,0.5432,0.5367,0.0851
wine_benchmark_0286,LOF,0.5231,0.5082,0.046
wine_benchmark_0286,PCA,0.4844,0.4796,0.003
wine_benchmark_0286,LODA,0.4614,0.4776,0.024
wine_benchmark_0287,KNN,0.5416,0.5469,0.0826
wine_benchmark_0287,LOF,0.509,0.513,0.043
wine_benchmark_0287,PCA,0.4896,0.495,0.002
wine_benchmark_0287,LODA,0.4993,0.513,0.019
wine_benchmark_0288,KNN,0.5399,0.5498,0.0801
wine_benchmark_0288,LOF,0.5078,0.508,0.047
wine_benchmark_0288,PCA,0.4732,0.494,0.002
wine_benchmark_0288,LODA,0.4755,0.4841,0.02
wine_benchmark_0289,KNN,0.5435,0.5423,0.0851
wine_benchmark_0289,LOF,0.5217,0.5181,0.051
wine_benchmark_0289,PCA,0.4733,0.4839,0.002
wine_benchmark_0289,LODA,0.4775,0.4879,0.022
wine_benchmark_0290,KNN,0.5439,0.5386,0.0741
wine_benchmark_0290,LOF,0.5172,0.5224,0.037
wine_benchmark_0290,PCA,0.4794,0.4898,0.003
wine_benchmark_0290,LODA,0.4993,0.5122,0.02
wine_benchmark_0291,KNN,0.5578,0.5576,0.0841
wine_benchmark_0291,LOF,0.53,0.5293,0.047
wine_benchmark_0291,PCA,0.487,0.499,0.002
wine_benchmark_0291,LODA,0.4517,0.4687,0.019
wine_benchmark_0292,KNN,0.5451,0.5462,0.0861
wine_benchmark_0292,LOF,0.5271,0.5221,0.043
wine_benchmark_0292,PCA,0.4709,0.488,0.003
wine_benchmark_0292,LODA,0.4643,0.4699,0.02
wine_benchmark_0293,KNN,0.5472,0.5515,0.0911
wine_benchmark_0293,LOF,0.5231,0.5262,0.044
wine_benchmark_0293,PCA,0.477,0.4971,0.003
wine_benchmark_0293,LODA,0.4786,0.4932,0.019
wine_benchmark_0294,KNN,0.55,0.5375,0.0804
wine_benchmark_0294,LOF,0.5252,0.5112,0.049
wine_benchmark_0294,PCA,0.4751,0.4848,0.002
wine_benchmark_0294,LODA,0.4565,0.4645,0.019
wine_benchmark_0295,KNN,0.553,0.5388,0.0841
wine_benchmark_0295,LOF,0.535,0.5184,0.05
wine_benchmark_0295,PCA,0.4745,0.4755,0.003
wine_benchmark_0295,LODA,0.4509,0.4571,0.019
wine_benchmark_0296,KNN,0.5294,0.5226,0.0761
wine_benchmark_0296,LOF,0.5021,0.5,0.037
wine_benchmark_0296,PCA,0.4634,0.4815,0.002
wine_benchmark_0296,LODA,0.4802,0.4918,0.022
wine_benchmark_0297,KNN,0.5319,0.5314,0.0821
wine_benchmark_0297,LOF,0.5134,0.499,0.041
wine_benchmark_0297,PCA,0.4726,0.4828,0.002
wine_benchmark_0297,LODA,0.4611,0.4706,0.021
wine_benchmark_0298,KNN,0.5308,0.5229,0.0831
wine_benchmark_0298,LOF,0.509,0.5021,0.045
wine_benchmark_0298,PCA,0.4541,0.4646,0.002
wine_benchmark_0298,LODA,0.4331,0.4509,0.02
wine_benchmark_0299,KNN,0.5535,0.5462,0.0841
wine_benchmark_0299,LOF,0.5433,0.5442,0.053
wine_benchmark_0299,PCA,0.4699,0.4719,0.003
wine_benchmark_0299,LODA,0.4549,0.4719,0.021
wine_benchmark_0300,KNN,0.5348,0.5295,0.0821
wine_benchmark_0300,LOF,0.517,0.5193,0.043
wine_benchmark_0300,PCA,0.4748,0.4949,0.003
wine_benchmark_0300,LODA,0.457,0.4706,0.019
wine_benchmark_0301,KNN,0.5301,0.0,0.4254
wine_benchmark_0301,LOF,0.6406,0.0,0.3233
wine_benchmark_0301,PCA,0.5794,0.0,0.006
wine_benchmark_0301,LODA,0.6246,0.0,0.037
wine_benchmark_0302,KNN,0.8054,0.0,0.4094
wine_benchmark_0302,LOF,0.8335,0.0,0.3153
wine_benchmark_0302,PCA,0.7857,0.0,0.007
wine_benchmark_0302,LODA,0.7501,0.0,0.044
wine_benchmark_0303,KNN,0.5923,0.0,0.4084
wine_benchmark_0303,LOF,0.638,0.0,0.3041
wine_benchmark_0303,PCA,0.5332,0.0,0.006
wine_benchmark_0303,LODA,0.3767,0.0,0.036
wine_benchmark_0304,KNN,0.6675,0.0,0.4112
wine_benchmark_0304,LOF,0.6976,0.0,0.3243
wine_benchmark_0304,PCA,0.774,0.0,0.006
wine_benchmark_0304,LODA,0.7772,0.0,0.04
wine_benchmark_0305,KNN,0.8325,0.0,0.4044
wine_benchmark_0305,LOF,0.7561,0.0,0.2993
wine_benchmark_0305,PCA,0.7097,0.0,0.005
wine_benchmark_0305,LODA,0.7122,0.0,0.041
wine_benchmark_0306,KNN,0.5281,0.0,0.4304
wine_benchmark_0306,LOF,0.5205,0.0,0.3443
wine_benchmark_0306,PCA,0.5973,0.0,0.006
wine_benchmark_0306,LODA,0.6652,0.0,0.051
wine_benchmark_0307,KNN,0.642,0.0,0.4484
wine_benchmark_0307,LOF,0.811,0.0,0.3503
wine_benchmark_0307,PCA,0.8116,0.0,0.006
wine_benchmark_0307,LODA,0.7487,0.0,0.041
wine_benchmark_0308,KNN,0.4793,0.0,0.4194
wine_benchmark_0308,LOF,0.6615,0.0,0.3173
wine_benchmark_0308,PCA,0.7925,0.0,0.006
wine_benchmark_0308,LODA,0.6283,0.0,0.049
wine_benchmark_0309,KNN,0.6565,0.0,0.4344
wine_benchmark_0309,LOF,0.5859,0.0,0.3193
wine_benchmark_0309,PCA,0.3837,0.0,0.006
wine_benchmark_0309,LODA,0.4303,0.0,0.046
wine_benchmark_0310,KNN,0.5669,0.0,0.4364
wine_benchmark_0310,LOF,0.5617,0.0,0.3393
wine_benchmark_0310,PCA,0.5932,0.0,0.007
wine_benchmark_0310,LODA,0.6458,0.0,0.044
wine_benchmark_0311,KNN,0.7038,0.0,0.4171
wine_benchmark_0311,LOF,0.527,0.0,0.3243
wine_benchmark_0311,PCA,0.5923,0.0,0.007
wine_benchmark_0311,LODA,0.659,0.0,0.046
wine_benchmark_0312,KNN,0.6371,0.0,0.4177
wine_benchmark_0312,LOF,0.6899,0.0,0.3153
wine_benchmark_0312,PCA,0.5362,0.0,0.006
wine_benchmark_0312,LODA,0.3892,0.0,0.05
wine_benchmark_0313,KNN,0.6861,0.0,0.4208
wine_benchmark_0313,LOF,0.6829,0.0,0.3193
wine_benchmark_0313,PCA,0.7824,0.0,0.006
wine_benchmark_0313,LODA,0.7976,0.0,0.05
wine_benchmark_0314,KNN,0.8213,0.0,0.4234
wine_benchmark_0314,LOF,0.7476,0.0,0.3203
wine_benchmark_0314,PCA,0.533,0.0,0.006
wine_benchmark_0314,LODA,0.6194,0.0,0.047
wine_benchmark_0315,KNN,0.835,0.0,0.4354
wine_benchmark_0315,LOF,0.6729,0.0,0.3183
wine_benchmark_0315,PCA,0.7246,0.0,0.006
wine_benchmark_0315,LODA,0.735,0.0,0.049
wine_benchmark_0316,KNN,0.7553,0.0,0.4214
wine_benchmark_0316,LOF,0.5426,0.0,0.3193
wine_benchmark_0316,PCA,0.8114,0.0,0.006
wine_benchmark_0316,LODA,0.7989,0.0,0.047
wine_benchmark_0317,KNN,0.4521,0.0,0.4184
wine_benchmark_0317,LOF,0.5576,0.0,0.3248
wine_benchmark_0317,PCA,0.3357,0.0,0.006
wine_benchmark_0317,LODA,0.2522,0.0,0.049
wine_benchmark_0318,KNN,0.6869,0.0,0.4186
wine_benchmark_0318,LOF,0.7433,0.0,0.3183
wine_benchmark_0318,PCA,0.8289,0.0,0.006
wine_benchmark_0318,LODA,0.7825,0.0,0.048
wine_benchmark_0319,KNN,0.8633,0.0,0.415
wine_benchmark_0319,LOF,0.8638,0.0,0.3133
wine_benchmark_0319,PCA,0.6164,0.0,0.006
wine_benchmark_0319,LODA,0.6267,0.0,0.049
wine_benchmark_0320,KNN,0.9297,0.0,0.4157
wine_benchmark_0320,LOF,0.8954,0.0,0.3323
wine_benchmark_0320,PCA,0.9121,0.0,0.006
wine_benchmark_0320,LODA,0.9036,0.0,0.044
wine_benchmark_0321,KNN,0.6954,0.0,0.4394
wine_benchmark_0321,LOF,0.7415,0.0,0.3613
wine_benchmark_0321,PCA,0.8534,0.25,0.006
wine_benchmark_0321,LODA,0.8746,0.0,0.038
wine_benchmark_0322,KNN,0.7034,0.3333,0.4534
wine_benchmark_0322,LOF,0.7368,0.3333,0.3583
wine_benchmark_0322,PCA,0.783,0.25,0.006
wine_benchmark_0322,LODA,0.8197,0.25,0.047
wine_benchmark_0323,KNN,0.7411,0.3333,0.4454
wine_benchmark_0323,LOF,0.7015,0.25,0.3483
wine_benchmark_0323,PCA,0.5958,0.25,0.006
wine_benchmark_0323,LODA,0.753,0.25,0.048
wine_benchmark_0324,KNN,0.5916,0.3333,0.4534
wine_benchmark_0324,LOF,0.682,0.0,0.3608
wine_benchmark_0324,PCA,0.7392,0.25,0.006
wine_benchmark_0324,LODA,0.8248,0.0,0.044
wine_benchmark_0325,KNN,0.7107,0.0,0.4254
wine_benchmark_0325,LOF,0.4811,0.0,0.3263
wine_benchmark_0325,PCA,0.7894,0.0,0.006
wine_benchmark_0325,LODA,0.8569,0.0,0.052
wine_benchmark_0326,KNN,0.6248,0.25,0.4499
wine_benchmark_0326,LOF,0.6469,0.3333,0.3403
wine_benchmark_0326,PCA,0.7036,0.25,0.006
wine_benchmark_0326,LODA,0.7644,0.25,0.044
wine_benchmark_0327,KNN,0.8407,0.3333,0.4424
wine_benchmark_0327,LOF,0.896,0.25,0.3403
wine_benchmark_0327,PCA,0.7148,0.25,0.006
wine_benchmark_0327,LODA,0.7012,0.0,0.051
wine_benchmark_0328,KNN,0.7141,0.25,0.4404
wine_benchmark_0328,LOF,0.6858,0.25,0.3523
wine_benchmark_0328,PCA,0.6774,0.25,0.007
wine_benchmark_0328,LODA,0.6573,0.25,0.054
wine_benchmark_0329,KNN,0.6533,0.3333,0.4504
wine_benchmark_0329,LOF,0.6621,0.25,0.3523
wine_benchmark_0329,PCA,0.7989,0.25,0.006
wine_benchmark_0329,LODA,0.8332,0.25,0.048
wine_benchmark_0330,KNN,0.6681,0.3333,0.4384
wine_benchmark_0330,LOF,0.724,0.25,0.3353
wine_benchmark_0330,PCA,0.7384,0.25,0.006
wine_benchmark_0330,LODA,0.7634,0.25,0.048
wine_benchmark_0331,KNN,0.9566,0.6667,0.4439
wine_benchmark_0331,LOF,0.9544,0.6667,0.3513
wine_benchmark_0331,PCA,0.9741,0.5,0.006
wine_benchmark_0331,LODA,0.8991,0.0,0.041
wine_benchmark_0332,KNN,0.7017,0.25,0.4504
wine_benchmark_0332,LOF,0.5146,0.0,0.3438
wine_benchmark_0332,PCA,0.696,0.25,0.006
wine_benchmark_0332,LODA,0.6695,0.0,0.038
wine_benchmark_0333,KNN,0.9551,0.25,0.4384
wine_benchmark_0333,LOF,0.9691,0.25,0.3463
wine_benchmark_0333,PCA,0.7998,0.25,0.005
wine_benchmark_0333,LODA,0.7564,0.25,0.044
wine_benchmark_0334,KNN,0.8041,0.3333,0.4398
wine_benchmark_0334,LOF,0.7276,0.3333,0.3403
wine_benchmark_0334,PCA,0.5632,0.25,0.006
wine_benchmark_0334,LODA,0.4943,0.0,0.046
wine_benchmark_0335,KNN,0.8442,0.25,0.4384
wine_benchmark_0335,LOF,0.7643,0.25,0.3493
wine_benchmark_0335,PCA,0.8821,0.25,0.006
wine_benchmark_0335,LODA,0.8837,0.0,0.048
wine_benchmark_0336,KNN,0.7857,0.3333,0.4644
wine_benchmark_0336,LOF,0.813,0.3333,0.3413
wine_benchmark_0336,PCA,0.7454,0.25,0.006
wine_benchmark_0336,LODA,0.7942,0.25,0.042
wine_benchmark_0337,KNN,0.8107,0.5,0.4404
wine_benchmark_0337,LOF,0.8041,0.5,0.3613
wine_benchmark_0337,PCA,0.6693,0.5,0.006
wine_benchmark_0337,LODA,0.6208,0.25,0.05
wine_benchmark_0338,KNN,0.7176,0.3333,0.4444
wine_benchmark_0338,LOF,0.7347,0.3333,0.3398
wine_benchmark_0338,PCA,0.5992,0.25,0.005
wine_benchmark_0338,LODA,0.5582,0.25,0.052
wine_benchmark_0339,KNN,0.7026,0.0,0.4641
wine_benchmark_0339,LOF,0.7159,0.0,0.3483
wine_benchmark_0339,PCA,0.642,0.5,0.006
wine_benchmark_0339,LODA,0.6995,0.0,0.053
wine_benchmark_0340,KNN,0.8323,0.0,0.4224
wine_benchmark_0340,LOF,0.8338,0.0,0.3203
wine_benchmark_0340,PCA,0.8498,0.0,0.006
wine_benchmark_0340,LODA,0.8631,0.0,0.05
wine_benchmark_0341,KNN,0.683,0.0,0.4164
wine_benchmark_0341,LOF,0.704,0.0,0.3183
wine_benchmark_0341,PCA,0.2649,0.0,0.006
wine_benchmark_0341,LODA,0.3639,0.0,0.045
wine_benchmark_0342,KNN,0.8288,0.0,0.4184
wine_benchmark_0342,LOF,0.6472,0.0,0.3093
wine_benchmark_0342,PCA,0.6979,0.0,0.006
wine_benchmark_0342,LODA,0.635,0.0,0.043
wine_benchmark_0343,KNN,0.6343,0.0,0.4179
wine_benchmark_0343,LOF,0.5505,0.0,0.3323
wine_benchmark_0343,PCA,0.3876,0.0,0.006
wine_benchmark_0343,LODA,0.4501,0.0,0.048
wine_benchmark_0344,KNN,0.6224,0.0,0.4354
wine_benchmark_0344,LOF,0.5702,0.0,0.3283
wine_benchmark_0344,PCA,0.6051,0.0,0.006
wine_benchmark_0344,LODA,0.6506,0.0,0.05
wine_benchmark_0345,KNN,0.7843,0.0,0.4169
wine_benchmark_0345,LOF,0.3087,0.0,0.3113
wine_benchmark_0345,PCA,0.9685,0.0,0.006
wine_benchmark_0345,LODA,0.8911,0.0,0.0431
wine_benchmark_0346,KNN,0.5033,0.0,0.4302
wine_benchmark_0346,LOF,0.5784,0.0,0.3228
wine_benchmark_0346,PCA,0.877,0.0,0.007
wine_benchmark_0346,LODA,0.8873,0.0,0.05
wine_benchmark_0347,KNN,0.8448,0.0,0.4155
wine_benchmark_0347,LOF,0.776,0.0,0.3185
wine_benchmark_0347,PCA,0.7295,0.0,0.006
wine_benchmark_0347,LODA,0.7517,0.0,0.045
wine_benchmark_0348,KNN,0.6107,0.0,0.4204
wine_benchmark_0348,LOF,0.4601,0.0,0.3123
wine_benchmark_0348,PCA,0.2066,0.0,0.006
wine_benchmark_0348,LODA,0.2324,0.0,0.051
wine_benchmark_0349,KNN,0.7364,0.0,0.4279
wine_benchmark_0349,LOF,0.6562,0.0,0.3113
wine_benchmark_0349,PCA,0.5157,0.0,0.006
wine_benchmark_0349,LODA,0.5148,0.0,0.049
wine_benchmark_0350,KNN,0.5687,0.0,0.4174
wine_benchmark_0350,LOF,0.6094,0.0,0.3143
wine_benchmark_0350,PCA,0.655,0.0,0.006
wine_benchmark_0350,LODA,0.4422,0.0,0.043
wine_benchmark_0351,KNN,0.4655,0.0,0.4154
wine_benchmark_0351,LOF,0.4812,0.0,0.3113
wine_benchmark_0351,PCA,0.2893,0.0,0.006
wine_benchmark_0351,LODA,0.4464,0.0,0.0475
wine_benchmark_0352,KNN,0.3122,0.0,0.4284
wine_benchmark_0352,LOF,0.2137,0.0,0.3223
wine_benchmark_0352,PCA,0.0961,0.0,0.006
wine_benchmark_0352,LODA,0.2743,0.0,0.043
wine_benchmark_0353,KNN,0.5269,0.0,0.415
wine_benchmark_0353,LOF,0.5243,0.0,0.3328
wine_benchmark_0353,PCA,0.5719,0.0,0.007
wine_benchmark_0353,LODA,0.6429,0.0,0.054
wine_benchmark_0354,KNN,0.6483,0.0,0.4114
wine_benchmark_0354,LOF,0.621,0.0,0.3123
wine_benchmark_0354,PCA,0.5838,0.0,0.006
wine_benchmark_0354,LODA,0.5959,0.0,0.047
wine_benchmark_0355,KNN,0.65,0.0,0.4269
wine_benchmark_0355,LOF,0.5601,0.0,0.3428
wine_benchmark_0355,PCA,0.2276,0.0,0.006
wine_benchmark_0355,LODA,0.4001,0.0,0.046
wine_benchmark_0356,KNN,0.6003,0.0,0.4214
wine_benchmark_0356,LOF,0.5943,0.0,0.3113
wine_benchmark_0356,PCA,0.5946,0.0,0.007
wine_benchmark_0356,LODA,0.5581,0.0,0.042
wine_benchmark_0357,KNN,0.7181,0.0,0.4124
wine_benchmark_0357,LOF,0.5562,0.0,0.3123
wine_benchmark_0357,PCA,0.6729,0.0,0.006
wine_benchmark_0357,LODA,0.6181,0.0,0.045
wine_benchmark_0358,KNN,0.6995,0.0,0.4274
wine_benchmark_0358,LOF,0.5886,0.0,0.3373
wine_benchmark_0358,PCA,0.5482,0.0,0.006
wine_benchmark_0358,LODA,0.6581,0.0,0.043
wine_benchmark_0359,KNN,0.8483,0.0,0.4134
wine_benchmark_0359,LOF,0.7023,0.0,0.3093
wine_benchmark_0359,PCA,0.6455,0.0,0.006
wine_benchmark_0359,LODA,0.7235,0.0,0.04
wine_benchmark_0360,KNN,0.6119,0.0,0.4164
wine_benchmark_0360,LOF,0.5524,0.0,0.3213
wine_benchmark_0360,PCA,0.2751,0.0,0.006
wine_benchmark_0360,LODA,0.3305,0.0,0.052
wine_benchmark_0361,KNN,0.5869,0.0,0.4314
wine_benchmark_0361,LOF,0.5738,0.0,0.3228
wine_benchmark_0361,PCA,0.5518,0.0,0.006
wine_benchmark_0361,LODA,0.5647,0.0,0.042
wine_benchmark_0362,KNN,0.7383,0.0,0.4191
wine_benchmark_0362,LOF,0.6831,0.0,0.3248
wine_benchmark_0362,PCA,0.6189,0.0,0.006
wine_benchmark_0362,LODA,0.6354,0.0,0.044
wine_benchmark_0363,KNN,0.7705,0.0,0.4454
wine_benchmark_0363,LOF,0.8737,0.0,0.3273
wine_benchmark_0363,PCA,0.562,0.0,0.006
wine_benchmark_0363,LODA,0.6383,0.0,0.0416
wine_benchmark_0364,KNN,0.6551,0.0,0.4194
wine_benchmark_0364,LOF,0.6544,0.0,0.3253
wine_benchmark_0364,PCA,0.678,0.0,0.006
wine_benchmark_0364,LODA,0.571,0.0,0.045
wine_benchmark_0365,KNN,0.7922,0.0,0.4213
wine_benchmark_0365,LOF,0.761,0.0,0.3143
wine_benchmark_0365,PCA,0.7811,0.0,0.006
wine_benchmark_0365,LODA,0.7671,0.0,0.048
wine_benchmark_0366,KNN,0.7457,0.0,0.4154
wine_benchmark_0366,LOF,0.8352,0.0,0.3233
wine_benchmark_0366,PCA,0.7054,0.0,0.005
wine_benchmark_0366,LODA,0.7688,0.0,0.045
wine_benchmark_0367,KNN,0.5688,0.0,0.4434
wine_benchmark_0367,LOF,0.3317,0.0,0.3288
wine_benchmark_0367,PCA,0.6856,0.0,0.006
wine_benchmark_0367,LODA,0.6902,0.0,0.046
wine_benchmark_0368,KNN,0.5454,0.0,0.4344
wine_benchmark_0368,LOF,0.5711,0.0,0.3403
wine_benchmark_0368,PCA,0.6425,0.0,0.006
wine_benchmark_0368,LODA,0.5778,0.0,0.048
wine_benchmark_0369,KNN,0.7384,0.0,0.4239
wine_benchmark_0369,LOF,0.7955,0.0,0.3403
wine_benchmark_0369,PCA,0.5657,0.0,0.005
wine_benchmark_0369,LODA,0.5728,0.0,0.049
wine_benchmark_0370,KNN,0.8124,0.0,0.4164
wine_benchmark_0370,LOF,0.728,0.0,0.3283
wine_benchmark_0370,PCA,0.8016,0.0,0.006
wine_benchmark_0370,LODA,0.7547,0.0,0.044
wine_benchmark_0371,KNN,0.8367,0.0,0.4154
wine_benchmark_0371,LOF,0.7996,0.0,0.3213
wine_benchmark_0371,PCA,0.7032,0.0,0.005
wine_benchmark_0371,LODA,0.8604,0.0,0.05
wine_benchmark_0372,KNN,0.5278,0.0,0.4324
wine_benchmark_0372,LOF,0.539,0.0,0.3273
wine_benchmark_0372,PCA,0.6021,0.0,0.006
wine_benchmark_0372,LODA,0.5397,0.0,0.049
wine_benchmark_0373,KNN,0.6586,0.0,0.4185
wine_benchmark_0373,LOF,0.62,0.0,0.3293
wine_benchmark_0373,PCA,0.4549,0.0,0.006
wine_benchmark_0373,LODA,0.5531,0.0,0.052
wine_benchmark_0374,KNN,0.7668,0.0,0.4512
wine_benchmark_0374,LOF,0.6938,0.0,0.3373
wine_benchmark_0374,PCA,0.5242,0.0,0.006
wine_benchmark_0374,LODA,0.5027,0.0,0.039
wine_benchmark_0375,KNN,0.689,0.0,0.4196
wine_benchmark_0375,LOF,0.6171,0.0,0.3123
wine_benchmark_0375,PCA,0.5377,0.0,0.006
wine_benchmark_0375,LODA,0.615,0.0,0.048
wine_benchmark_0376,KNN,0.5211,0.0,0.4114
wine_benchmark_0376,LOF,0.6105,0.0,0.3223
wine_benchmark_0376,PCA,0.6868,0.0,0.006
wine_benchmark_0376,LODA,0.6676,0.0,0.05
wine_benchmark_0377,KNN,0.5659,0.0,0.4209
wine_benchmark_0377,LOF,0.5517,0.0,0.3143
wine_benchmark_0377,PCA,0.5653,0.0,0.006
wine_benchmark_0377,LODA,0.5,0.0,0.045
wine_benchmark_0378,KNN,0.8347,0.0,0.4204
wine_benchmark_0378,LOF,0.8092,0.0,0.3213
wine_benchmark_0378,PCA,0.6523,0.0,0.006
wine_benchmark_0378,LODA,0.502,0.0,0.046
wine_benchmark_0379,KNN,0.6926,0.0,0.4169
wine_benchmark_0379,LOF,0.5534,0.0,0.3213
wine_benchmark_0379,PCA,0.8103,0.0,0.007
wine_benchmark_0379,LODA,0.828,0.0,0.054
wine_benchmark_0380,KNN,0.6146,0.25,0.4364
wine_benchmark_0380,LOF,0.736,0.0,0.3248
wine_benchmark_0380,PCA,0.6229,0.0,0.006
wine_benchmark_0380,LODA,0.7076,0.0,0.046
wine_benchmark_0381,KNN,0.6807,0.0,0.4214
wine_benchmark_0381,LOF,0.7444,0.0,0.3133
wine_benchmark_0381,PCA,0.7602,0.0,0.006
wine_benchmark_0381,LODA,0.7768,0.0,0.046
wine_benchmark_0382,KNN,0.5583,0.0,0.4219
wine_benchmark_0382,LOF,0.728,0.0,0.3453
wine_benchmark_0382,PCA,0.795,0.0,0.007
wine_benchmark_0382,LODA,0.757,0.0,0.047
wine_benchmark_0383,KNN,0.8853,0.0,0.4564
wine_benchmark_0383,LOF,0.8892,0.0,0.3443
wine_benchmark_0383,PCA,0.7543,0.0,0.006
wine_benchmark_0383,LODA,0.7757,0.0,0.046
wine_benchmark_0384,KNN,0.8071,0.0,0.4204
wine_benchmark_0384,LOF,0.6281,0.0,0.3273
wine_benchmark_0384,PCA,0.8115,0.0,0.006
wine_benchmark_0384,LODA,0.7772,0.0,0.046
