benchmark_id,Model,ROC,precision at rank n,execution time
imgseg_benchmark_0112,PCA,0.6588,0.5777,0.002
imgseg_benchmark_0112,LODA,0.333,0.3258,0.02
imgseg_benchmark_0113,KNN,0.4834,0.3928,0.1061
imgseg_benchmark_0113,LOF,0.4772,0.3948,0.051
imgseg_benchmark_0113,PCA,0.6359,0.5271,0.003
imgseg_benchmark_0113,LODA,0.4991,0.3788,0.021
imgseg_benchmark_0114,KNN,0.4734,0.4061,0.1011
imgseg_benchmark_0114,LOF,0.484,0.4444,0.05
imgseg_benchmark_0114,PCA,0.6469,0.5402,0.002
imgseg_benchmark_0114,LODA,0.5857,0.5517,0.02
imgseg_benchmark_0115,KNN,0.5061,0.4189,0.0991
imgseg_benchmark_0115,LOF,0.4833,0.4025,0.05
imgseg_benchmark_0115,PCA,0.6272,0.5051,0.003
imgseg_benchmark_0115,LODA,0.6591,0.5729,0.019
imgseg_benchmark_0116,KNN,0.4853,0.3869,0.1081
imgseg_benchmark_0116,LOF,0.4898,0.4147,0.052
imgseg_benchmark_0116,PCA,0.6381,0.5179,0.003
imgseg_benchmark_0116,LODA,0.6042,0.5198,0.021
imgseg_benchmark_0117,KNN,0.4559,0.39,0.1071
imgseg_benchmark_0117,LOF,0.5075,0.4421,0.054
imgseg_benchmark_0117,PCA,0.6501,0.5521,0.003
imgseg_benchmark_0117,LODA,0.5929,0.5405,0.021
imgseg_benchmark_0118,KNN,0.4602,0.3834,0.0996
imgseg_benchmark_0118,LOF,0.4869,0.4385,0.054
imgseg_benchmark_0118,PCA,0.6187,0.5221,0.0025
imgseg_benchmark_0118,LODA,0.6739,0.6046,0.021
imgseg_benchmark_0119,KNN,0.473,0.4099,0.0981
imgseg_benchmark_0119,LOF,0.4803,0.4497,0.05
imgseg_benchmark_0119,PCA,0.6185,0.5285,0.003
imgseg_benchmark_0119,LODA,0.4912,0.4288,0.023
imgseg_benchmark_0120,KNN,0.4699,0.386,0.1041
imgseg_benchmark_0120,LOF,0.4657,0.3957,0.051
imgseg_benchmark_0120,PCA,0.6432,0.538,0.003
imgseg_benchmark_0120,LODA,0.7393,0.6706,0.02
imgseg_benchmark_0301,KNN,0.9697,0.0,0.1111
imgseg_benchmark_0301,LOF,0.5745,0.5,0.055
imgseg_benchmark_0301,PCA,0.9735,0.0,0.003
imgseg_benchmark_0301,LODA,0.9731,0.0,0.02
imgseg_benchmark_0302,KNN,0.955,0.0,0.0981
imgseg_benchmark_0302,LOF,0.968,0.5,0.05
imgseg_benchmark_0302,PCA,0.9318,0.0,0.003
imgseg_benchmark_0302,LODA,0.9566,0.0,0.023
imgseg_benchmark_0303,KNN,0.9398,0.0,0.101
imgseg_benchmark_0303,LOF,0.9848,0.5,0.048
imgseg_benchmark_0303,PCA,0.7955,0.0,0.002
imgseg_benchmark_0303,LODA,0.7896,0.0,0.024
imgseg_benchmark_0304,KNN,0.6292,0.0,0.1021
imgseg_benchmark_0304,LOF,0.7689,0.0,0.056
imgseg_benchmark_0304,PCA,0.5274,0.0,0.003
imgseg_benchmark_0304,LODA,0.3641,0.0,0.029
imgseg_benchmark_0305,KNN,0.7626,0.0,0.1041
imgseg_benchmark_0305,LOF,0.8834,0.0,0.0561
imgseg_benchmark_0305,PCA,0.7155,0.0,0.003
imgseg_benchmark_0305,LODA,0.6309,0.0,0.021
imgseg_benchmark_0306,KNN,0.9735,0.0,0.1091
imgseg_benchmark_0306,LOF,1.0,1.0,0.0591
imgseg_benchmark_0306,PCA,0.9832,0.0,0.002
imgseg_benchmark_0306,LODA,0.9617,0.0,0.027
imgseg_benchmark_0307,KNN,0.7197,0.0,0.1101
imgseg_benchmark_0307,LOF,0.8582,0.0,0.0621
imgseg_benchmark_0307,PCA,0.6477,0.0,0.003
imgseg_benchmark_0307,LODA,0.7218,0.0,0.024
imgseg_benchmark_0308,KNN,0.9491,0.0,0.1021
imgseg_benchmark_0308,LOF,0.9689,0.5,0.055
imgseg_benchmark_0308,PCA,0.904,0.0,0.003
imgseg_benchmark_0308,LODA,0.6768,0.0,0.022
imgseg_benchmark_0309,KNN,0.9508,0.0,0.1061
imgseg_benchmark_0309,LOF,0.9592,1.0,0.054
imgseg_benchmark_0309,PCA,0.8855,0.0,0.003
imgseg_benchmark_0309,LODA,0.662,0.0,0.023
imgseg_benchmark_0310,KNN,0.9861,0.0,0.1101
imgseg_benchmark_0310,LOF,1.0,1.0,0.0591
imgseg_benchmark_0310,PCA,0.9865,0.0,0.003
imgseg_benchmark_0310,LODA,0.9827,0.0,0.028
imgseg_benchmark_0311,KNN,0.8742,0.0,0.1111
imgseg_benchmark_0311,LOF,0.9827,0.5,0.0586
imgseg_benchmark_0311,PCA,0.8035,0.0,0.003
imgseg_benchmark_0311,LODA,0.4865,0.0,0.021
imgseg_benchmark_0312,KNN,0.7231,0.0,0.1151
imgseg_benchmark_0312,LOF,0.7071,0.0,0.0751
imgseg_benchmark_0312,PCA,0.4314,0.0,0.003
imgseg_benchmark_0312,LODA,0.3801,0.0,0.027
imgseg_benchmark_0313,KNN,0.7218,0.0,0.1181
imgseg_benchmark_0313,LOF,0.8628,0.0,0.0591
imgseg_benchmark_0313,PCA,0.3093,0.0,0.003
imgseg_benchmark_0313,LODA,0.2723,0.0,0.02
imgseg_benchmark_0314,KNN,0.9798,0.0,0.1071
imgseg_benchmark_0314,LOF,1.0,1.0,0.052
imgseg_benchmark_0314,PCA,0.984,0.0,0.003
imgseg_benchmark_0314,LODA,0.9853,0.0,0.021
imgseg_benchmark_0315,KNN,0.4407,0.0,0.1071
imgseg_benchmark_0315,LOF,0.9112,0.0,0.0661
imgseg_benchmark_0315,PCA,0.4718,0.0,0.002
imgseg_benchmark_0315,LODA,0.5551,0.0,0.021
imgseg_benchmark_0316,KNN,0.9764,0.0,0.0971
imgseg_benchmark_0316,LOF,1.0,1.0,0.048
imgseg_benchmark_0316,PCA,0.9844,0.0,0.003
imgseg_benchmark_0316,LODA,0.9958,0.0,0.02
imgseg_benchmark_0317,KNN,0.8826,0.0,0.1071
imgseg_benchmark_0317,LOF,0.9184,1.0,0.0581
imgseg_benchmark_0317,PCA,0.5341,0.0,0.003
imgseg_benchmark_0317,LODA,0.5593,0.0,0.0215
imgseg_benchmark_0318,KNN,0.5286,0.0,0.1071
imgseg_benchmark_0318,LOF,0.5459,0.0,0.0721
imgseg_benchmark_0318,PCA,0.5606,0.0,0.004
imgseg_benchmark_0318,LODA,0.5143,0.0,0.024
imgseg_benchmark_0319,KNN,0.915,0.0,0.1012
imgseg_benchmark_0319,LOF,0.9537,0.0,0.054
imgseg_benchmark_0319,PCA,0.6633,0.0,0.003
imgseg_benchmark_0319,LODA,0.306,0.0,0.019
imgseg_benchmark_0320,KNN,0.8476,0.0,0.1024
imgseg_benchmark_0320,LOF,0.9322,0.0,0.0576
imgseg_benchmark_0320,PCA,0.7862,0.0,0.003
imgseg_benchmark_0320,LODA,0.6393,0.0,0.03
imgseg_benchmark_0321,KNN,0.7698,0.0,0.0961
imgseg_benchmark_0321,LOF,0.7361,1.0,0.052
imgseg_benchmark_0321,PCA,0.6684,0.0,0.003
imgseg_benchmark_0321,LODA,0.5737,0.0,0.021
imgseg_benchmark_0322,KNN,0.8476,0.0,0.1084
imgseg_benchmark_0322,LOF,0.9684,0.5,0.056
imgseg_benchmark_0322,PCA,0.7816,0.0,0.003
imgseg_benchmark_0322,LODA,0.8258,0.0,0.02
imgseg_benchmark_0323,KNN,0.7357,0.0,0.1041
imgseg_benchmark_0323,LOF,0.8312,0.0,0.0571
imgseg_benchmark_0323,PCA,0.633,0.0,0.003
imgseg_benchmark_0323,LODA,0.6949,0.0,0.02
imgseg_benchmark_0324,KNN,0.9722,0.0,0.1011
imgseg_benchmark_0324,LOF,0.9082,0.5,0.054
imgseg_benchmark_0324,PCA,0.9735,0.0,0.003
imgseg_benchmark_0324,LODA,0.9617,0.0,0.021
imgseg_benchmark_0325,KNN,0.8939,0.0,0.1161
imgseg_benchmark_0325,LOF,0.9285,1.0,0.0571
imgseg_benchmark_0325,PCA,0.7765,0.0,0.003
imgseg_benchmark_0325,LODA,0.8948,0.0,0.022
imgseg_benchmark_0326,KNN,0.604,0.0,0.1046
imgseg_benchmark_0326,LOF,0.9444,0.5,0.054
imgseg_benchmark_0326,PCA,0.7399,0.0,0.003
imgseg_benchmark_0326,LODA,0.5951,0.0,0.021
imgseg_benchmark_0327,KNN,0.9133,0.0,0.1041
imgseg_benchmark_0327,LOF,0.9461,0.0,0.0571
imgseg_benchmark_0327,PCA,0.8064,0.0,0.003
imgseg_benchmark_0327,LODA,0.5951,0.0,0.021
imgseg_benchmark_0328,KNN,0.8826,0.0,0.1051
imgseg_benchmark_0328,LOF,0.9533,0.0,0.0591
imgseg_benchmark_0328,PCA,0.67,0.0,0.003
imgseg_benchmark_0328,LODA,0.798,0.0,0.022
imgseg_benchmark_0329,KNN,0.8864,0.0,0.1041
imgseg_benchmark_0329,LOF,0.912,0.5,0.054
imgseg_benchmark_0329,PCA,0.5396,0.0,0.003
imgseg_benchmark_0329,LODA,0.5274,0.0,0.021
imgseg_benchmark_0330,KNN,0.9436,0.0,0.1051
imgseg_benchmark_0330,LOF,0.9663,0.5,0.054
imgseg_benchmark_0330,PCA,0.8893,0.0,0.003
imgseg_benchmark_0330,LODA,0.8077,0.0,0.026
imgseg_benchmark_0331,KNN,0.7715,0.0,0.0991
imgseg_benchmark_0331,LOF,0.9306,1.0,0.052
imgseg_benchmark_0331,PCA,0.6721,0.0,0.003
imgseg_benchmark_0331,LODA,0.7647,0.0,0.023
imgseg_benchmark_0332,KNN,0.9541,0.0,0.1071
imgseg_benchmark_0332,LOF,0.9819,0.5,0.054
imgseg_benchmark_0332,PCA,0.9297,0.0,0.003
imgseg_benchmark_0332,LODA,0.9099,0.0,0.02
imgseg_benchmark_0333,KNN,0.8283,0.0,0.1041
imgseg_benchmark_0333,LOF,0.9099,0.0,0.0581
imgseg_benchmark_0333,PCA,0.7618,0.0,0.003
imgseg_benchmark_0333,LODA,0.4827,0.0,0.021
imgseg_benchmark_0334,KNN,0.7601,0.0,0.1041
imgseg_benchmark_0334,LOF,0.8927,0.0,0.0621
imgseg_benchmark_0334,PCA,0.6574,0.0,0.003
imgseg_benchmark_0334,LODA,0.431,0.0,0.02
imgseg_benchmark_0335,KNN,0.8157,0.0,0.1056
imgseg_benchmark_0335,LOF,0.8885,0.5,0.056
imgseg_benchmark_0335,PCA,0.5379,0.0,0.003
imgseg_benchmark_0335,LODA,0.6267,0.0,0.02
imgseg_benchmark_0336,KNN,0.947,0.0,0.1041
imgseg_benchmark_0336,LOF,0.9554,0.0,0.0636
imgseg_benchmark_0336,PCA,0.7062,0.0,0.003
imgseg_benchmark_0336,LODA,0.5248,0.0,0.02
imgseg_benchmark_0337,KNN,0.8733,0.0,0.1053
imgseg_benchmark_0337,LOF,0.8851,0.0,0.0571
imgseg_benchmark_0337,PCA,0.5614,0.0,0.003
imgseg_benchmark_0337,LODA,0.4987,0.0,0.019
imgseg_benchmark_0338,KNN,0.9322,0.0,0.1031
imgseg_benchmark_0338,LOF,0.9718,0.0,0.0591
imgseg_benchmark_0338,PCA,0.8927,0.0,0.003
imgseg_benchmark_0338,LODA,0.6515,0.0,0.02
imgseg_benchmark_0339,KNN,0.9819,0.0,0.1002
imgseg_benchmark_0339,LOF,0.9987,0.5,0.053
imgseg_benchmark_0339,PCA,0.9848,0.0,0.003
imgseg_benchmark_0339,LODA,0.9928,0.0,0.02
imgseg_benchmark_0340,KNN,0.8468,0.0,0.1029
imgseg_benchmark_0340,LOF,0.9381,0.0,0.0571
imgseg_benchmark_0340,PCA,0.7576,0.0,0.003
imgseg_benchmark_0340,LODA,0.5194,0.0,0.02
imgseg_benchmark_0341,KNN,0.9339,0.0,0.1021
imgseg_benchmark_0341,LOF,0.8767,0.0,0.0691
imgseg_benchmark_0341,PCA,0.7092,0.0,0.003
imgseg_benchmark_0341,LODA,0.4705,0.0,0.022
imgseg_benchmark_0342,KNN,0.9853,0.0,0.1051
imgseg_benchmark_0342,LOF,1.0,1.0,0.051
imgseg_benchmark_0342,PCA,0.9865,0.0,0.003
imgseg_benchmark_0342,LODA,0.9912,0.0,0.022
imgseg_benchmark_0343,KNN,0.8203,0.0,0.1061
imgseg_benchmark_0343,LOF,0.7904,0.0,0.0571
imgseg_benchmark_0343,PCA,0.3615,0.0,0.002
imgseg_benchmark_0343,LODA,0.5051,0.0,0.021
imgseg_benchmark_0344,KNN,0.7803,0.0,0.1091
imgseg_benchmark_0344,LOF,0.8977,0.0,0.0591
imgseg_benchmark_0344,PCA,0.5926,0.0,0.003
imgseg_benchmark_0344,LODA,0.4099,0.0,0.02
imgseg_benchmark_0345,KNN,0.7121,0.0,0.1061
imgseg_benchmark_0345,LOF,0.6982,0.0,0.0571
imgseg_benchmark_0345,PCA,0.2891,0.0,0.003
imgseg_benchmark_0345,LODA,0.4171,0.0,0.022
imgseg_benchmark_0346,KNN,0.9217,0.0,0.1061
imgseg_benchmark_0346,LOF,0.9381,0.0,0.0591
imgseg_benchmark_0346,PCA,0.6557,0.0,0.002
imgseg_benchmark_0346,LODA,0.8611,0.0,0.022
imgseg_benchmark_0347,KNN,0.9827,0.0,0.0961
imgseg_benchmark_0347,LOF,1.0,1.0,0.05
imgseg_benchmark_0347,PCA,0.9861,0.0,0.002
imgseg_benchmark_0347,LODA,0.992,0.0,0.021
imgseg_benchmark_0348,KNN,0.9276,0.0,0.1051
imgseg_benchmark_0348,LOF,0.8973,0.0,0.056
imgseg_benchmark_0348,PCA,0.7218,0.0,0.003
imgseg_benchmark_0348,LODA,0.6848,0.0,0.021
imgseg_benchmark_0349,KNN,0.9777,0.0,0.0981
imgseg_benchmark_0349,LOF,1.0,1.0,0.05
imgseg_benchmark_0349,PCA,0.9827,0.0,0.003
imgseg_benchmark_0349,LODA,0.9928,0.0,0.019
imgseg_benchmark_0350,KNN,0.6898,0.0,0.1131
imgseg_benchmark_0350,LOF,0.947,0.0,0.0671
imgseg_benchmark_0350,PCA,0.665,0.0,0.004
imgseg_benchmark_0350,LODA,0.2458,0.0,0.027
imgseg_benchmark_0351,KNN,0.92,0.0,0.0991
imgseg_benchmark_0351,LOF,0.939,0.0,0.055
imgseg_benchmark_0351,PCA,0.8064,0.0,0.003
imgseg_benchmark_0351,LODA,0.2761,0.0,0.021
imgseg_benchmark_0352,KNN,0.928,0.0,0.1091
imgseg_benchmark_0352,LOF,0.9095,1.0,0.0631
imgseg_benchmark_0352,PCA,0.8064,0.0,0.003
imgseg_benchmark_0352,LODA,0.7782,0.0,0.021
imgseg_benchmark_0353,KNN,0.9832,0.0,0.1001
imgseg_benchmark_0353,LOF,1.0,1.0,0.051
imgseg_benchmark_0353,PCA,0.987,0.0,0.003
imgseg_benchmark_0353,LODA,0.9907,0.0,0.02
imgseg_benchmark_0354,KNN,0.9882,0.0,0.0991
imgseg_benchmark_0354,LOF,1.0,1.0,0.052
imgseg_benchmark_0354,PCA,0.9878,0.0,0.003
imgseg_benchmark_0354,LODA,0.9785,0.0,0.02
imgseg_benchmark_0355,KNN,0.9184,0.0,0.1039
imgseg_benchmark_0355,LOF,0.9364,0.0,0.0571
imgseg_benchmark_0355,PCA,0.8392,0.0,0.003
imgseg_benchmark_0355,LODA,0.9234,0.0,0.02
imgseg_benchmark_0356,KNN,0.9478,0.0,0.1107
imgseg_benchmark_0356,LOF,0.9764,1.0,0.0561
imgseg_benchmark_0356,PCA,0.9099,0.0,0.003
imgseg_benchmark_0356,LODA,0.8986,0.0,0.021
imgseg_benchmark_0357,KNN,0.9179,0.0,0.1061
imgseg_benchmark_0357,LOF,0.9306,0.0,0.0581
imgseg_benchmark_0357,PCA,0.8241,0.0,0.003
imgseg_benchmark_0357,LODA,0.7912,0.0,0.02
imgseg_benchmark_0358,KNN,0.9423,0.0,0.1021
imgseg_benchmark_0358,LOF,0.9689,0.5,0.055
imgseg_benchmark_0358,PCA,0.9327,0.0,0.003
imgseg_benchmark_0358,LODA,0.9663,0.0,0.024
imgseg_benchmark_0359,KNN,0.6755,0.0,0.0978
imgseg_benchmark_0359,LOF,0.8262,0.0,0.055
imgseg_benchmark_0359,PCA,0.7934,0.0,0.003
imgseg_benchmark_0359,LODA,0.6755,0.0,0.019
imgseg_benchmark_0360,KNN,0.9205,0.0,0.1041
imgseg_benchmark_0360,LOF,0.9293,0.0,0.0561
imgseg_benchmark_0360,PCA,0.798,0.0,0.003
imgseg_benchmark_0360,LODA,0.6406,0.0,0.021
imgseg_benchmark_0361,KNN,0.9482,0.0,0.1041
imgseg_benchmark_0361,LOF,0.9684,0.5,0.053
imgseg_benchmark_0361,PCA,0.7256,0.0,0.003
imgseg_benchmark_0361,LODA,0.5905,0.0,0.024
imgseg_benchmark_0362,KNN,0.939,0.0,0.1021
imgseg_benchmark_0362,LOF,0.971,0.5,0.055
imgseg_benchmark_0362,PCA,0.6456,0.0,0.002
imgseg_benchmark_0362,LODA,0.5202,0.0,0.02
imgseg_benchmark_0363,KNN,0.9247,0.0,0.1019
imgseg_benchmark_0363,LOF,0.7441,0.0,0.054
imgseg_benchmark_0363,PCA,0.8704,0.0,0.003
imgseg_benchmark_0363,LODA,0.5711,0.0,0.02
imgseg_benchmark_0364,KNN,0.7753,0.0,0.1051
imgseg_benchmark_0364,LOF,0.9381,0.5,0.053
imgseg_benchmark_0364,PCA,0.8649,0.0,0.003
imgseg_benchmark_0364,LODA,0.7744,0.0,0.019
imgseg_benchmark_0365,KNN,0.9655,0.0,0.1041
imgseg_benchmark_0365,LOF,0.9937,0.5,0.051
imgseg_benchmark_0365,PCA,0.8628,0.0,0.003
imgseg_benchmark_0365,LODA,0.729,0.0,0.021
imgseg_benchmark_0366,KNN,0.6793,0.0,0.1001
imgseg_benchmark_0366,LOF,0.8674,0.5,0.048
imgseg_benchmark_0366,PCA,0.8165,0.0,0.003
imgseg_benchmark_0366,LODA,0.6797,0.0,0.022
imgseg_benchmark_0367,KNN,0.9512,0.0,0.1011
imgseg_benchmark_0367,LOF,0.9756,0.5,0.052
imgseg_benchmark_0367,PCA,0.9293,0.0,0.003
imgseg_benchmark_0367,LODA,0.8721,0.0,0.022
imgseg_benchmark_0368,KNN,0.843,0.0,0.1041
imgseg_benchmark_0368,LOF,0.8695,1.0,0.0571
imgseg_benchmark_0368,PCA,0.5391,0.0,0.002
imgseg_benchmark_0368,LODA,0.7748,0.0,0.021
imgseg_benchmark_0369,KNN,0.521,0.0,0.1046
imgseg_benchmark_0369,LOF,0.7466,0.0,0.0656
imgseg_benchmark_0369,PCA,0.6953,0.0,0.003
imgseg_benchmark_0369,LODA,0.7449,0.0,0.021
imgseg_benchmark_0370,KNN,0.928,0.0,0.1021
imgseg_benchmark_0370,LOF,0.8422,0.0,0.054
imgseg_benchmark_0370,PCA,0.8531,0.0,0.003
imgseg_benchmark_0370,LODA,0.1827,0.0,0.02
imgseg_benchmark_0371,KNN,0.7875,0.0,0.1071
imgseg_benchmark_0371,LOF,0.9285,0.0,0.055
imgseg_benchmark_0371,PCA,0.75,0.0,0.003
imgseg_benchmark_0371,LODA,0.4781,0.0,0.021
imgseg_benchmark_0372,KNN,0.9621,0.0,0.0971
imgseg_benchmark_0372,LOF,0.8249,0.5,0.048
imgseg_benchmark_0372,PCA,0.9423,0.0,0.003
imgseg_benchmark_0372,LODA,0.9646,0.0,0.02
imgseg_benchmark_0373,KNN,0.9398,0.0,0.1071
imgseg_benchmark_0373,LOF,0.8611,0.0,0.0611
imgseg_benchmark_0373,PCA,0.6843,0.0,0.003
imgseg_benchmark_0373,LODA,0.4545,0.0,0.02
imgseg_benchmark_0374,KNN,0.9465,0.0,0.1031
imgseg_benchmark_0374,LOF,0.9781,0.5,0.0571
imgseg_benchmark_0374,PCA,0.6397,0.0,0.002
imgseg_benchmark_0374,LODA,0.6864,0.0,0.02
imgseg_benchmark_0375,KNN,0.8316,0.0,0.1031
imgseg_benchmark_0375,LOF,0.9583,0.5,0.0601
imgseg_benchmark_0375,PCA,0.8148,0.0,0.003
imgseg_benchmark_0375,LODA,0.8203,0.0,0.022
imgseg_benchmark_0376,KNN,0.7618,0.0,0.1031
imgseg_benchmark_0376,LOF,0.7256,0.0,0.0571
imgseg_benchmark_0376,PCA,0.492,0.0,0.003
imgseg_benchmark_0376,LODA,0.4819,0.0,0.027
imgseg_benchmark_0377,KNN,0.9722,0.0,0.1041
imgseg_benchmark_0377,LOF,0.9983,0.5,0.0641
imgseg_benchmark_0377,PCA,0.9827,0.0,0.003
imgseg_benchmark_0377,LODA,0.9907,0.0,0.021
imgseg_benchmark_0378,KNN,0.6835,0.0,0.1061
imgseg_benchmark_0378,LOF,0.9137,0.5,0.0591
imgseg_benchmark_0378,PCA,0.5589,0.0,0.002
imgseg_benchmark_0378,LODA,0.7487,0.0,0.023
imgseg_benchmark_0379,KNN,0.9339,0.0,0.0981
imgseg_benchmark_0379,LOF,0.944,1.0,0.0561
imgseg_benchmark_0379,PCA,0.891,0.0,0.003
imgseg_benchmark_0379,LODA,0.54,0.0,0.02
imgseg_benchmark_0380,KNN,0.9604,0.0,0.0981
imgseg_benchmark_0380,LOF,0.9491,0.5,0.047
imgseg_benchmark_0380,PCA,0.9162,0.0,0.002
imgseg_benchmark_0380,LODA,0.8624,0.0,0.02
imgseg_benchmark_0381,KNN,0.9343,0.0,0.1051
imgseg_benchmark_0381,LOF,0.9853,0.5,0.054
imgseg_benchmark_0381,PCA,0.6406,0.0,0.003
imgseg_benchmark_0381,LODA,0.5838,0.0,0.019
imgseg_benchmark_0382,KNN,0.8485,0.0,0.1036
imgseg_benchmark_0382,LOF,0.9735,0.0,0.0601
imgseg_benchmark_0382,PCA,0.7572,0.0,0.003
imgseg_benchmark_0382,LODA,0.4891,0.0,0.02
imgseg_benchmark_0383,KNN,0.7041,0.0,0.1081
imgseg_benchmark_0383,LOF,0.9112,0.0,0.0601
imgseg_benchmark_0383,PCA,0.79,0.0,0.003
imgseg_benchmark_0383,LODA,0.4137,0.0,0.0215
imgseg_benchmark_0384,KNN,0.9624,0.0,0.0881
imgseg_benchmark_0384,LOF,0.9035,0.0,0.052
imgseg_benchmark_0384,PCA,0.9683,0.0,0.003
imgseg_benchmark_0384,LODA,0.8401,0.0,0.02
imgseg_benchmark_0385,KNN,0.955,0.0,0.1127
imgseg_benchmark_0385,LOF,0.9583,0.5,0.0571
imgseg_benchmark_0385,PCA,0.7984,0.0,0.003
imgseg_benchmark_0385,LODA,0.6187,0.0,0.027
imgseg_benchmark_0386,KNN,0.9474,0.0,0.1051
imgseg_benchmark_0386,LOF,0.971,0.5,0.053
imgseg_benchmark_0386,PCA,0.686,0.0,0.003
imgseg_benchmark_0386,LODA,0.5539,0.0,0.021
imgseg_benchmark_0387,KNN,0.7146,0.0,0.1001
imgseg_benchmark_0387,LOF,0.6343,0.5,0.049
imgseg_benchmark_0387,PCA,0.5008,0.0,0.002
imgseg_benchmark_0387,LODA,0.5934,0.0,0.02
imgseg_benchmark_0388,KNN,0.9402,0.0,0.1171
imgseg_benchmark_0388,LOF,0.8258,0.0,0.0641
imgseg_benchmark_0388,PCA,0.915,0.0,0.003
imgseg_benchmark_0388,LODA,0.548,0.0,0.019
imgseg_benchmark_0389,KNN,0.9554,0.0,0.1141
imgseg_benchmark_0389,LOF,0.9411,0.0,0.0661
imgseg_benchmark_0389,PCA,0.8998,0.0,0.003
imgseg_benchmark_0389,LODA,0.6014,0.0,0.02
imgseg_benchmark_0390,KNN,0.7157,0.0,0.1011
imgseg_benchmark_0390,LOF,0.9304,0.0,0.0651
imgseg_benchmark_0390,PCA,0.5245,0.0,0.002
imgseg_benchmark_0390,LODA,0.2754,0.0,0.022
imgseg_benchmark_0391,KNN,0.5657,0.0,0.1091
imgseg_benchmark_0391,LOF,0.8316,1.0,0.055
imgseg_benchmark_0391,PCA,0.8439,0.0,0.003
imgseg_benchmark_0391,LODA,0.6351,0.0,0.02
imgseg_benchmark_0392,KNN,0.9579,0.0,0.1031
imgseg_benchmark_0392,LOF,0.9646,0.5,0.05
imgseg_benchmark_0392,PCA,0.9322,0.0,0.003
imgseg_benchmark_0392,LODA,0.9495,0.0,0.021
imgseg_benchmark_0393,KNN,0.9583,0.0,0.1091
imgseg_benchmark_0393,LOF,0.9878,1.0,0.0631
imgseg_benchmark_0393,PCA,0.6806,0.0,0.003
imgseg_benchmark_0393,LODA,0.4903,0.0,0.022
imgseg_benchmark_0394,KNN,0.9625,0.0,0.0971
imgseg_benchmark_0394,LOF,0.9554,0.5,0.048
imgseg_benchmark_0394,PCA,0.8203,0.0,0.003
imgseg_benchmark_0394,LODA,0.8645,0.0,0.02
imgseg_benchmark_0395,KNN,0.835,0.0,0.1201
imgseg_benchmark_0395,LOF,0.8834,1.0,0.0561
imgseg_benchmark_0395,PCA,0.5408,0.0,0.002
imgseg_benchmark_0395,LODA,0.5236,0.0,0.021
imgseg_benchmark_0396,KNN,0.8321,0.0,0.1121
imgseg_benchmark_0396,LOF,0.9596,0.5,0.0591
imgseg_benchmark_0396,PCA,0.7689,0.0,0.003
imgseg_benchmark_0396,LODA,0.5699,0.0,0.022
imgseg_benchmark_0397,KNN,0.8072,0.0,0.1161
imgseg_benchmark_0397,LOF,0.963,0.5,0.0581
imgseg_benchmark_0397,PCA,0.8207,0.0,0.003
imgseg_benchmark_0397,LODA,0.8418,0.0,0.02
imgseg_benchmark_0398,KNN,0.8931,0.0,0.1071
imgseg_benchmark_0398,LOF,0.9423,0.5,0.0571
imgseg_benchmark_0398,PCA,0.7811,0.0,0.003
imgseg_benchmark_0398,LODA,0.4962,0.0,0.02
imgseg_benchmark_0399,KNN,0.5648,0.0,0.1031
imgseg_benchmark_0399,LOF,0.5808,0.0,0.0561
imgseg_benchmark_0399,PCA,0.6587,0.0,0.003
imgseg_benchmark_0399,LODA,0.7681,0.0,0.021
imgseg_benchmark_0400,KNN,0.9794,0.0,0.1061
imgseg_benchmark_0400,LOF,0.8157,0.5,0.0651
imgseg_benchmark_0400,PCA,0.9705,0.0,0.003
imgseg_benchmark_0400,LODA,0.952,0.0,0.02
imgseg_benchmark_0401,KNN,0.4945,0.0,0.1031
imgseg_benchmark_0401,LOF,0.8948,0.0,0.054
imgseg_benchmark_0401,PCA,0.5286,0.0,0.003
imgseg_benchmark_0401,LODA,0.6305,0.0,0.021
imgseg_benchmark_0402,KNN,0.9566,0.0,0.1061
imgseg_benchmark_0402,LOF,0.6717,0.0,0.0571
imgseg_benchmark_0402,PCA,0.9394,0.0,0.003
imgseg_benchmark_0402,LODA,0.819,0.0,0.02
imgseg_benchmark_0403,KNN,0.931,0.0,0.1081
imgseg_benchmark_0403,LOF,0.9575,0.0,0.055
imgseg_benchmark_0403,PCA,0.9263,0.0,0.003
imgseg_benchmark_0403,LODA,0.8914,0.0,0.023
imgseg_benchmark_0404,KNN,0.7525,0.0,0.1121
imgseg_benchmark_0404,LOF,0.9444,0.0,0.0591
imgseg_benchmark_0404,PCA,0.5905,0.0,0.003
imgseg_benchmark_0404,LODA,0.7024,0.0,0.02
imgseg_benchmark_0405,KNN,0.9832,0.0,0.1031
imgseg_benchmark_0405,LOF,0.9996,0.5,0.0561
imgseg_benchmark_0405,PCA,0.9874,0.0,0.003
imgseg_benchmark_0405,LODA,0.9912,0.0,0.025
imgseg_benchmark_0406,KNN,0.9798,0.0,0.1023
imgseg_benchmark_0406,LOF,1.0,1.0,0.053
imgseg_benchmark_0406,PCA,0.9844,0.0,0.003
imgseg_benchmark_0406,LODA,0.9798,0.0,0.02
imgseg_benchmark_0407,KNN,0.8136,0.0,0.1087
imgseg_benchmark_0407,LOF,0.8628,0.0,0.0591
